Latitude,Longitude,Direction
10.465826670257401,76.22328300398794,SW
11.227686442445135,76.66736489234229,SW
10.776749259696361,76.13345432211604,SW
9.878341948934953,77.00080764512991,SW
11.132984298722766,76.82843023214784,SW
8.42956177864693,77.6579180861824,SW
10.732155710942028,77.58576864579898,SW
10.671711704961304,76.18611705102602,SW
10.382962500354244,76.35860402650376,SW
11.239698540785371,76.01920409982597,SW
9.727018431864234,76.95137692456706,SW
10.647210401698594,76.56295956116018,SW
8.960441288116566,77.52350245435737,SW
9.496513757380933,76.40335730678623,SW
10.534845174223436,76.99013192780298,SW
8.775582070014405,77.18953484618115,SW
9.368560367162344,77.43026047149341,SW
10.566434787300373,76.30585510597612,SW
8.873563167661077,77.36106298490054,SW
9.385232175568515,77.50709373139105,SW
9.235839194830797,77.47873948457246,SW
9.35993284093904,76.72289436662236,SW
9.877303897486447,77.6419288616687,SW
9.695023597609058,76.80169908647117,SW
11.142353061502435,75.83808128081249,SW
8.885758229483717,77.67631841405486,SW
10.328616113583287,76.65878120948139,SW
9.976730696729534,76.62942791337629,SW
10.139663348562944,76.73321171280722,SW
8.71229339202788,77.5229333163639,SW
9.298988519588343,76.7512757969118,SW
10.508226330755361,76.6896559896771,SW
9.010258451967712,76.61747440197553,SW
9.361543961258755,76.73030692420981,SW
9.037993053346991,76.53253698205316,SW
10.217995006888067,76.33171823673732,SW
9.169328242597889,77.57379356226691,SW
9.630692676555933,77.34392492972876,SW
11.091410103189709,76.33677737009042,SW
9.980464455950216,77.55122613690291,SW
10.554621519221932,77.2516727656765,SW
10.997241960091879,76.83419739328417,SW
9.766447224612332,76.54973320686958,SW
11.188105832299039,75.90942874217657,SW
8.636665523128103,77.08809055596272,SW
10.465349628189225,76.96590786166324,SW
8.69799148138619,77.56612361465486,SW
9.647259014282492,77.20518691547926,SW
10.68871117489265,78.6058040118216,SW
11.235370978334009,79.79470904472575,SE
10.89331874003192,77.90145084733668,SW
8.446649339672657,77.94464086061343,SW
10.16846158749506,78.28074188313616,SW
10.896386754183599,77.96012747057583,SW
9.742285703481274,78.74681700414364,SW
11.23671028380145,79.11658294646912,SE
10.693141137080426,77.94460139517645,SW
9.984851675642561,78.99922154819441,SE
11.335802808968449,79.32881679944465,SE
9.747345429755542,77.80488226232143,SW
10.666649822888028,79.01509508420169,SE
10.38894110972911,78.72509370258676,SW
11.080001642900752,78.09860223930485,SW
11.271635263731145,79.51290004394056,SE
9.560492247009439,78.26911359763265,SW
9.194826478868947,78.00593896945765,SW
10.256687616194569,78.5462587595905,SW
10.417522788471327,79.38647300611107,SE
10.53467767618556,77.78679374541434,SW
8.41370892478046,78.04112855334436,SW
10.616569916190057,78.7711174143743,SW
10.593056308925934,78.77082212214565,SW
11.081270712230245,78.39872466743346,SW
10.796474154862079,79.25274696338339,SE
9.056930426974601,77.88582249240164,SW
10.023195916701626,78.39582491679482,SW
10.72944263663325,79.59836715304134,SE
8.880153495254392,77.96596509022666,SW
9.875465664675648,78.8928664940123,SW
10.8047586244288,77.82198223292677,SW
9.762970306648862,78.2683218657347,SW
9.477255959943605,78.1108697310975,SW
11.15363774900931,78.8327096470649,SW
10.770840672218776,79.32638148518183,SE
11.138952703973917,79.77796426954242,SE
10.49878027789335,78.86371333139519,SW
9.337878055811972,78.13287637457721,SW
10.526445586168345,77.87352408205182,SW
10.705635220560264,77.81621559002062,SW
11.051745190476364,79.05861405364028,SE
10.5873733460978,78.34249148230904,SW
11.145736888522155,77.81159441966012,SW
11.247215146193078,78.52088180814182,SW
10.581972638320844,78.67982024237175,SW
10.021260975601603,78.24071635870136,SW
10.555687680381858,78.79714278810603,SW
9.57099205231236,78.50247865570407,SW
9.791148351852595,77.71041278647425,SW
10.713734735579163,78.25732829876594,SW
10.53164560645457,79.39970745339775,SE
11.34628893187702,77.87908227419916,SW
11.239226652401154,79.82751060034585,SE
14.101383933572697,74.69342419345193,SW
14.369798868450365,74.5760700214606,SW
13.95993978285185,74.54962526857256,SW
14.160209648668598,74.67735502356597,SW
13.071824004697739,77.03629302802238,SW
11.425036388033197,75.72939518893726,SW
13.960472339206493,75.77911671235408,SW
13.746899571201867,77.06128292228493,SW
14.386082481459923,75.03623414855664,SW
12.034965320656449,77.07242800279418,SW
12.696716416418905,75.76592714432248,SW
13.302324116905103,75.75786561787163,SW
12.534959208508615,77.46260162657302,SW
13.06486549747014,76.50585714152078,SW
14.022181973033186,75.72535900372291,SW
12.120546401111561,76.55897590953394,SW
13.21648587952261,76.37878142851652,SW
13.404203196156232,76.0123962994828,SW
13.32750890992955,76.56416956547967,SW
12.438092715890342,77.34120272585967,SW
13.60013731303238,77.59780373934096,SW
13.999307790793253,76.20643144465004,SW
11.64527190407728,76.9867748986633,SW
13.137382891321229,74.98524363057625,SW
14.347665958070811,75.33201417642177,SW
13.33405244852741,77.68838893258712,SW
12.750553089307411,76.38917953450577,SW
11.414698919518196,76.47861618933713,SW
12.410278161497683,77.32055492721952,SW
12.990013675027352,75.68277011101765,SW
13.07622983764459,76.42659151013319,SW
11.843797624103093,75.59498951260971,SW
11.760672221172788,76.92209306173541,SW
11.504371360397279,76.82416892807885,SW
13.303575585305522,77.08815577576961,SW
12.326247445201092,77.40528015247025,SW
13.350334756621454,77.4328178372661,SW
13.948182937210772,77.47194194519747,SW
12.060379474839172,75.99275845445545,SW
13.203188751836622,77.13698265561334,SW
14.20537673126223,75.3333819519278,SW
13.766898720857666,76.65239700328263,SW
12.411160801321522,77.36068077871506,SW
14.327733156977434,75.81783077091865,SW
