Latitude,Longitude
11.29350687889071,76.2501783131201
11.837498850842845,78.16766894973432
11.875293282561922,78.82711531644826
11.306179083030036,76.250690463439
11.91441496456861,77.61388993994136
12.813766615071223,77.71233763989468
11.385886155267634,77.60993626444912
9.6205142245816,78.81819765136416
12.50896580857493,78.69518715946548
11.406971814938249,77.83442664380803
10.542906775664552,77.88097050091187
10.82822718160803,76.82632671513026
9.47075798824923,78.41988949805919
11.719627329751326,76.5258643434799
10.33864960079004,77.40503563886445
11.330770520990479,77.98948776934007
13.62349733416422,75.14309223585876
10.83760877549431,78.85053327855829
13.338971503597808,78.9350742926409
12.855379348757122,77.93200403608645
14.194287834652215,76.64162056234508
13.487160828122832,79.2452350251459
13.19616635582921,77.4131833364365
12.03961070406096,75.9931995765783
13.51795342742977,77.1550652800919
11.444684200137203,78.15429896756712
13.197411589502824,77.57155682863362
10.250959564835666,78.47848347142452
11.81524851987014,92.70973687262662
12.816126471213956,92.90330967461031
11.8404389201841,92.77493603491514
12.669981984801987,92.9731022709733
16.912493439056227,73.65871115413006
16.82706698595469,73.28649120094707
16.89033775620262,73.84546354938946
17.129731679890853,74.43934301391755
18.089965995371244,73.03876467060827
17.133702411598858,73.80552917876413
18.943643290549186,74.17670127766367
16.066216760529727,73.51062716566936
17.686966940934916,76.57532906519293
14.84261741657438,77.20667508213234
18.79457050344702,76.53192115839119
17.14686909088911,76.77974220082105
15.614425550226965,76.76253774621222
18.36053567224053,76.94144977720858
18.503412887967503,79.09815703879217
18.396571939937996,77.07007512801424
14.453322375040623,77.96790716573368
16.801533093068027,76.18505085852733
19.08989690803488,74.93437054098676
14.927308021473392,78.35720947543588
16.546675086056673,77.55839036656592
17.29045292880215,76.1957647888678
16.274249917290724,77.3621086946282
14.254369423684826,77.92016593785588
17.755213625231615,76.1164013282164
16.16287995409152,79.21263022718787
17.843133645748146,77.74944817660263
18.66956485774365,78.60755763902127
15.912942426131837,78.38037095113394
18.639733090472006,78.76836785221828
14.53169323895308,77.6262586126502
19.314785399937577,79.55623090604558
19.080658995623494,78.99452976255907
19.325977436884457,79.90578654725778
16.033059695090756,74.84588432449209
17.222052259503677,76.9034581754379
19.483242345394174,78.7990722247952
16.81113125204227,80.05827073172563
15.727284105785653,77.218834413082
17.941632004039654,75.17788552472973
19.371768869009458,77.75061083339435
16.829190577855357,78.08291333412292
16.98708120559346,77.68080101902873
15.804771779263207,77.38636130570788
16.85951590959018,77.99441441150796
18.36336676390557,77.20869791063888
15.624182929276497,77.87908303714381
15.048222954534548,78.20750721138879
19.061645749877687,76.25490833599483
19.70322354851532,80.83577997332384
19.467334712740616,82.31738684370582
18.0884281303076,83.29956224031
20.034618034090165,82.6463423877751
19.366940723945365,84.6937360780582
18.454818256691574,83.69937094101445
16.213909295131746,81.00324035525516
17.840194611248435,82.29342308327658
19.790189288914824,83.30152741945598
18.23472573061749,80.78213485288452
16.774608643237446,81.43586905930438
15.893122265509716,80.38699106174174
19.950603478300586,84.65303148057984
18.609719588493203,83.3405530031972
16.64156913179713,81.66061486648638
18.550442693797365,82.49559334939423
17.51250281307913,81.91865734971678
18.228782470541443,83.83853441150023
18.548782545657897,83.91305373118936
19.084646013040558,84.13579058245921
19.919100934875143,83.65505189735556
19.67643834786816,81.69763171732396
17.990268921633003,83.46402090526848
19.068864030190582,83.92505277895808
22.68126049685944,72.95061999402095
23.53825316422164,72.93329623925585
23.829159000700006,72.59677598861091
22.20040512559736,73.23179616258237
20.889484427863554,73.56608163294784
24.94232061443613,71.45425604082398
23.768818855498072,73.56536975731585
22.553479360631535,73.90787539104637
23.848343068338462,69.65244662222128
21.96082187498399,71.31241904724577
23.943090768510633,71.32008831141304
24.104216457989203,72.04917927001918
23.50465330947022,74.2368421838542
21.324168918835127,71.79551798316024
23.122408284689374,71.81166369918867
22.280269725455252,72.65018778580455
24.903474281016997,72.48317759516068
20.64320802503421,72.99538741422998
22.168978247411243,73.56986080500899
23.25471452876732,73.80466939940248
22.719717256905238,71.72501444431398
23.306377470400765,73.32849752572353
23.21357272863516,69.2574190882452
20.828698330236186,73.25611864727728
22.32059526483389,69.54692828042438
22.824296820631435,72.54398288142929
23.23808266554814,72.05713313001111
23.022915100543933,72.38470431507945
21.004547065603422,71.24355577788533
23.792452290511047,72.4623968788372
23.787551323378196,70.40936600526808
22.907175446613163,71.94898226606261
23.930197244007235,73.70996539720377
21.38574870911549,78.15828666984106
22.166166398420863,77.51505557487879
22.1795957465943,79.19102712276934
23.110890538097145,78.92370403659933
24.1146496512549,76.3607402194847
22.010959272219438,75.72455869271293
24.74711967376425,77.24738595023649
23.961367557892597,78.83652599631792
24.554023571711664,76.6148772471866
23.54990963971933,76.18927695335105
21.261120496677666,78.43852726901068
22.460754816494642,74.65025192433261
22.310293778274595,77.44204074952393
25.03125767788672,76.62947946235455
22.15001408326507,78.2361819750944
24.820075597646916,76.15748231556458
22.992328157343753,75.703617190832
21.929662900567624,75.15425343814042
20.663582132930944,76.50843944421919
24.471238873259423,75.68292958473786
23.693006584889833,78.73143780979262
24.85620624028474,77.20728824905035
25.52604047311186,77.20229009206149
21.66598728461975,79.9951874774549
23.74406534661405,76.49192311834486
21.52938134573319,77.90868876287485
21.443372349537732,78.536991512475
21.600865435450878,77.26093733102695
22.153866676429896,77.96139378809346
23.20226179037525,79.9131420757472
22.957276254526725,74.53868463974425
23.421532057812094,76.94663074560953
21.93195121697002,77.49754849237623
24.06257693945529,81.84755566772402
24.56759510685142,82.84048146688943
24.31474263543755,80.87708404351001
24.380758751088074,84.71368494889003
24.882756852028187,84.2014655275126
20.70209601078533,81.81740006588237
21.226696457288416,83.2761945280871
23.891757073948494,80.6054558435763
23.452967980113556,82.11115960901661
22.534809448264745,84.03929538479184
20.241302810767923,82.03661655948427
22.840428340079942,81.21374755395426
24.683067703205584,81.58862872125823
21.264108176310756,82.69750936580606
23.84312534818692,82.41646611742073
25.816975787122523,82.33401398159418
23.19194682306389,85.73083379979353
24.15460739345581,84.36047586699439
20.695120329572557,80.4017537334663
23.13976960784262,80.77242148260704
24.654373753834047,84.10263708254517
22.539976211574032,83.64794481978159
22.454753903460745,83.23037833907601
23.66986251619714,82.13699165330809
25.17748664605075,81.52304409878313
22.976196197303853,80.34397111184866
22.929202088708564,82.64184725396946
21.821317529997273,83.4521009574451
22.106305921496805,82.69497547273745
22.71253410274425,83.70260328786732
21.978595377528315,82.40205078539476
23.576136765908135,84.19392667011198
24.006016548980757,82.16829976124383
24.22249291801256,84.45208633221804
22.64279910508315,82.67837994557019
23.079827703801893,85.60348430915236
22.059510113944082,86.03695659498099
21.795431287940456,87.84585632242435
23.88362411866074,87.59119182970377
20.65095553865367,86.47976533547973
24.708113355132046,87.52378757946985
22.44299149682285,88.98788954610112
22.50444882720228,87.67395724884155
24.41814630151505,87.3401199397514
21.568071120703856,86.7033294944845
25.50749968511293,91.40817879914195
21.943167707998192,88.51888440439345
24.23433226763792,91.98854169358097
24.905933495484703,93.96309174291554
24.694422818737397,94.0770782859765
24.687188919871964,92.4372346742065
23.586281213285094,91.82484947268063
24.4790559857878,93.27206548452348
24.016352092828903,93.30037622235953
25.699127911509237,93.70132667940929
24.03464047626617,93.76624453184282
24.920978799199776,94.531118725763
25.26866892312568,94.25823268581696
25.133984304214778,94.2260472849886
24.9472861741504,93.93908768165639
23.390382684673888,93.32097566498203
25.428653132275898,92.95284995055431
24.098802906356863,93.1657715069409
25.08859010616178,94.07656792909636
23.483335482478946,93.35740758686529
22.988405100079078,93.06033352457058
24.426171689849348,94.01664619286464
27.37494641097154,69.897463706764
28.012233537225253,70.39188225527018
27.83216673558221,73.56330564716436
27.421367562990365,72.47747847521595
29.983117775357847,73.98590923097655
27.265137925830075,73.15702129977319
26.63751339642387,71.18337108750195
29.93593818792387,73.42816691983168
27.755247693903677,72.19259869886615
28.74267619850639,73.91592308651995
26.47140167806518,72.08214770568118
